PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  6.3579257e-08  1.0689736e-03  3.4610002e+00  3.4582086e+00  3.4582136e+00  1.0376517e+01  3.4587867e+00  3.4587960e+00  3.4600568e+00  1.0689736e-03  6.3577318e-08 
  0.0000000e+00  1.9985843e-01  3.6445804e+00  3.6417763e+00  3.6417818e+00  1.5416479e+01  3.6423612e+00  3.6423709e+00  3.6436298e+00  1.9985840e-01  0.0000000e+00 
  2.2252401e-07  4.5525694e-01  3.8848977e+00  3.8820829e+00  3.8820882e+00  2.1610506e+01  3.8826725e+00  3.8826826e+00  3.8839388e+00  4.5525694e-01  2.2252401e-07 
 -1.9073487e-07  7.7688295e-01  4.1915708e+00  4.1887445e+00  4.1887493e+00  2.9198502e+01  4.1893401e+00  4.1893511e+00  4.1906047e+00  7.7688307e-01 -1.9073487e-07 
 -1.9073487e-07  1.1754057e+00  4.5752640e+00  4.5724258e+00  4.5724320e+00  3.8463879e+01  4.5730290e+00  4.5730391e+00  4.5742917e+00  1.1754055e+00 -1.9073487e-07 
 -1.9073487e-07  1.6626270e+00  5.0477819e+00  5.0449324e+00  5.0449381e+00  4.9739418e+01  5.0455413e+00  5.0455523e+00  5.0468011e+00  1.6626267e+00 -1.9073487e-07 
 -1.2715658e-07  2.2515874e+00  5.6221609e+00  5.6192999e+00  5.6193061e+00  6.3413540e+01  5.6199141e+00  5.6199245e+00  5.6211720e+00  2.2515874e+00 -1.2715658e-07 
  6.3578291e-08  2.9566748e+00  6.3127875e+00  6.3099146e+00  6.3099213e+00  7.9937012e+01  6.3105345e+00  6.3105464e+00  6.3117905e+00  2.9566748e+00  6.3578291e-08 
 -6.3578290e-07  3.7937460e+00  7.1355147e+00  7.1326313e+00  7.1326375e+00  9.9830063e+01  7.1332579e+00  7.1332703e+00  7.1345119e+00  3.7937460e+00 -6.3578290e-07 
 -3.8146973e-07  4.7802634e+00  8.1078062e+00  8.1049089e+00  8.1049166e+00  1.2368990e+02  8.1055431e+00  8.1055546e+00  8.1067934e+00  4.7802634e+00 -3.8146973e-07 
  3.8146973e-07  5.9354334e+00  9.2488613e+00  9.2459555e+00  9.2459612e+00  1.5219873e+02  9.2465925e+00  9.2466068e+00  9.2478428e+00  5.9354334e+00  3.8146973e-07 
 -3.8146973e-07  7.2804360e+00  1.0579864e+01  1.0576946e+01  1.0576953e+01  1.8613220e+02  1.0577590e+01  1.0577603e+01  1.0578836e+01  7.2804360e+00 -3.8146973e-07 
  7.2759577e-13  1.1562348e-03  3.3224394e+00  3.3195574e+00  3.3195636e+00  1.0022919e+01  3.3201749e+00  3.3201852e+00  3.3214414e+00  1.1562348e-03 -7.2759577e-13 
  2.2252401e-07  1.9271602e-01  3.4993970e+00  3.4965036e+00  3.4965093e+00  1.4876879e+01  3.4971268e+00  3.4971375e+00  3.4983914e+00  1.9271597e-01  2.2252401e-07 
  9.5367433e-08  4.3845621e-01  3.7306597e+00  3.7277536e+00  3.7277601e+00  2.0838772e+01  3.7283835e+00  3.7283945e+00  3.7296460e+00  4.3845627e-01  9.5367433e-08 
  3.1789146e-08  7.4744922e-01  4.0252957e+00  4.0223784e+00  4.0223842e+00  2.8137428e+01  4.0230141e+00  4.0230265e+00  4.0242743e+00  7.4744922e-01  3.1789146e-08 
  0.0000000e+00  1.1297340e+00  4.3933444e+00  4.3904142e+00  4.3904214e+00  3.7042664e+01  4.3910584e+00  4.3910694e+00  4.3923163e+00  1.1297340e+00  0.0000000e+00 
  4.4504802e-07  1.5963999e+00  4.8458943e+00  4.8429523e+00  4.8429594e+00  4.7870628e+01  4.8436027e+00  4.8436155e+00  4.8448577e+00  1.5963999e+00  4.4504802e-07 
  1.9073487e-07  2.1596768e+00  5.3951726e+00  5.3922181e+00  5.3922257e+00  6.0989563e+01  5.3928747e+00  5.3928876e+00  5.3941269e+00  2.1596768e+00  1.9073487e-07 
  1.9073487e-07  2.8330381e+00  6.0546494e+00  6.0516839e+00  6.0516911e+00  7.6825905e+01  6.0523462e+00  6.0523596e+00  6.0535965e+00  2.8330381e+00  1.9073487e-07 
  0.0000000e+00  3.6313100e+00  6.8391523e+00  6.8361750e+00  6.8361821e+00  9.5870712e+01  6.8368435e+00  6.8368564e+00  6.8380904e+00  3.6313105e+00  0.0000000e+00 
  6.9936118e-07  4.5708003e+00  7.7649822e+00  7.7619910e+00  7.7620001e+00  1.1868655e+02  7.7626672e+00  7.7626805e+00  7.7639117e+00  4.5707994e+00  6.9936118e-07 
  0.0000000e+00  5.6694169e+00  8.8500500e+00  8.8470478e+00  8.8470545e+00  1.4591466e+02  8.8477297e+00  8.8477440e+00  8.8489714e+00  5.6694169e+00  0.0000000e+00 
 -2.5431316e-07  6.9468851e+00  1.0114075e+01  1.0111060e+01  1.0111069e+01  1.7828239e+02  1.0111749e+01  1.0111765e+01  1.0112988e+01  6.9468851e+00 -2.5431316e-07 
 -1.4551915e-12  1.2510300e-03  3.1894302e+00  3.1864550e+00  3.1864617e+00  9.6813955e+00  3.1871142e+00  3.1871259e+00  3.1883752e+00  1.2510300e-03  1.4551915e-12 
 -9.5367433e-08  1.8583982e-01  3.3600008e+00  3.3570125e+00  3.3570199e+00  1.4356270e+01  3.3576789e+00  3.3576910e+00  3.3589377e+00  1.8583982e-01 -9.5367433e-08 
 -9.5367433e-08  4.2227241e-01  3.5825334e+00  3.5795324e+00  3.5795400e+00  2.0094635e+01  3.5802052e+00  3.5802181e+00  3.5814617e+00  4.2227250e-01 -9.5367433e-08 
  0.0000000e+00  7.1909684e-01  3.8655744e+00  3.8625610e+00  3.8625686e+00  2.7114677e+01  3.8632417e+00  3.8632543e+00  3.8644950e+00  7.1909672e-01  0.0000000e+00 
 -3.1789146e-08  1.0857556e+00  4.2185659e+00  4.2155404e+00  4.2155480e+00  3.5673134e+01  4.2162275e+00  4.2162414e+00  4.2174778e+00  1.0857552e+00 -3.1789146e-08 
